File Path,Song ID,Title,Artist,Release,Genre,Song Hotttnesss,Duration,Tempo,Key,Mode,Loudness,Danceability,Energy,Year
MillionSongSubset/B/F/F/TRBFFSW128F931DF21.h5,SODCQJH12AB017DDF6,Va Por Usted,Rocio Jurado,La Copla,Unknown,0.0,359.65342,99.882,0,1,-4.523,0.0,0.0,0
MillionSongSubset/B/F/F/TRBFFSG128F42907C1.h5,SOZUTHQ12A8C13C4C9,Mefistofele/Spunta... l'aurora pallida...,Michèle Crider;Vincenzo La Scola;Samuel Ramey;Riccardo Muti,Mefistofele,Unknown,,216.68526,85.184,4,1,-24.009,0.0,0.0,0
MillionSongSubset/B/F/F/TRBFFZN12903D08332.h5,SOGHIGJ12AC468AA66,Stand By Me,Atomic Rooster,Made In England,Unknown,,203.31057,104.796,9,0,-6.958,0.0,0.0,1972
MillionSongSubset/B/F/F/TRBFFNE128F92F6001.h5,SOGXQSQ12AF729F79A,We Are The Ones (Lounge Version),Zombie Girl,Blood_ Brains_ & Rock'N'Roll (Limited),Unknown,,273.34485,123.004,1,1,-7.184,0.0,0.0,2007
MillionSongSubset/B/F/F/TRBFFSS128F932F5D4.h5,SOWPYIK12AB0184395,Ralph's Rhapsody,Ray Lynch,The Best Of Ray Lynch,Unknown,0.5479529419800353,283.74159,122.895,6,1,-16.715,0.0,0.0,1998
MillionSongSubset/B/F/F/TRBFFMO128F92CB1EF.h5,SOKPLZK12A8C14340D,Up Jumped The Devil - Live,Clarence Gatemouth Brown,Live,Unknown,,192.83546,153.021,2,1,-9.476,0.0,0.0,0
MillionSongSubset/B/F/F/TRBFFVX128F426D1A4.h5,SOVATLZ12A8C135595,The last havoc,Necrodaemon,Prophecy Of The Decadent,Unknown,,225.59302,210.124,9,1,-3.883,0.0,0.0,0
MillionSongSubset/B/F/F/TRBFFKN128F422F3CC.h5,SOTXKYU12A6D4FCC0B,In Hell (Album Version),A Perfect Murder,War Of Aggression,Unknown,0.52549711888017,229.79873,239.407,2,1,-5.118,0.0,0.0,2007
MillionSongSubset/B/F/F/TRBFFFU128F4264642.h5,SOJAGYS12A58A7B904,He Was Here,Scott Krippayne,It Goes Like This,Unknown,0.0,192.60036,88.537,11,1,-12.883,0.0,0.0,0
MillionSongSubset/B/F/F/TRBFFQY128F1481E79.h5,SOMKWFY12A6D4FAB0F,We're Not Gonna Bow,Jeff And Sheri Easter,Ordinary Day,Unknown,0.240820952674793,222.92853,121.944,8,1,-5.825,0.0,0.0,0
MillionSongSubset/B/F/F/TRBFFIF128F4233A62.h5,SOHUJJI12A67ADA394,Love & Understanding,Lady Saw,Give Me The Reason,Unknown,0.0,218.40934,67.137,1,1,-11.496,0.0,0.0,1996
MillionSongSubset/B/F/F/TRBFFKC128F92F67B0.h5,SOEWNDB12AB017CF92,Cry Of My Heart,Wayne Watson,Living Room,Unknown,0.0,226.24608,99.093,4,1,-8.781,0.0,0.0,0
MillionSongSubset/B/F/V/TRBFVTI12903CFD630.h5,SOKFBEQ12AC960A01C,The Object Of My Affection,Russ Morgan,Music In The Morgan Manner (Digitally Remastered),Unknown,,197.38077,100.341,3,1,-14.728,0.0,0.0,0
MillionSongSubset/B/F/V/TRBFVEP12903CF345D.h5,SODFAUU12AC95F0330,Big World,David Saylor,True Reflection,Unknown,0.0,217.65179,102.99,7,1,-8.852,0.0,0.0,0
MillionSongSubset/B/F/V/TRBFVEM128F147508C.h5,SOHLLRA12A6D4F7DBA,Zambele (1997 Digital Remaster),Clara Nunes,Guerreira,Unknown,,193.48853,171.505,6,1,-10.363,0.0,0.0,0
MillionSongSubset/B/F/V/TRBFVZI128F147FCAF.h5,SOBXWUS12A58A7DF5C,Please Come Out Tonight,Phil Collins,Both Sides,Unknown,,346.5922,89.921,3,1,-15.018,0.0,0.0,1993
MillionSongSubset/B/F/V/TRBFVRE12903CC70CA.h5,SOAIAWN12AB0187356,Pobre diabla (Directo 09),Carlos Baute,Directo en tus manos,Unknown,0.26695518627553855,236.77342,122.645,9,0,-4.548,0.0,0.0,0
MillionSongSubset/B/F/V/TRBFVMO128F14537D3.h5,SOWWSFI12A6D4F8B25,All Alone (Live),Gorillaz,Dirty Harry,Unknown,0.5161218560317505,219.37587,148.0,7,1,-7.36,0.0,0.0,2005
MillionSongSubset/B/F/V/TRBFVDB128F423EA48.h5,SOSFWSU12A8AE46BB9,Carita De Rosa,Gertrudis,Teta,Unknown,0.3775316449767025,233.27302,208.002,9,0,-5.92,0.0,0.0,2003
MillionSongSubset/B/F/V/TRBFVZZ128F92FD7B5.h5,SONDYJW12AB017FD61,Llegaste Tú,Huey Dunbar,Music For My Peoples,Unknown,0.37598430150044215,249.52118,98.998,3,1,-5.951,0.0,0.0,0
MillionSongSubset/B/F/V/TRBFVAS128F93576F0.h5,SOUMIWY12AB0186040,Where Are You?,Arthur Tracy,Street Singer,Unknown,0.0,188.86485,81.858,8,1,-17.193,0.0,0.0,0
MillionSongSubset/B/F/V/TRBFVEP128F42621E3.h5,SOYOTEG12A8C1388DB,World Comes Tumblin' Down,The Distillers,The Distillers,Unknown,0.6068163271702843,188.21179,178.142,7,1,-5.008,0.0,0.0,2000
MillionSongSubset/B/F/V/TRBFVOP12903CF0DFA.h5,SOILXAQ12AC4687421,Jesus Is the Lord,Andrae Crouch,More Of The Best,Unknown,,352.86159,85.989,10,0,-11.714,0.0,0.0,0
MillionSongSubset/B/F/V/TRBFVKF128F92C8724.h5,SOAIWTO12A8C1419E7,LOVESICK - Obsession in ¾ Time,Philippe Sarde,Sister Mary Explains It All,Unknown,,172.30322,167.559,2,1,-18.226,0.0,0.0,0
MillionSongSubset/B/F/V/TRBFVAA128F423C356.h5,SOCWAFA12A8AE48A78,Wake Up Call (Album Version),The Prodigy,Always Outnumbered_ Never Outgunned,Unknown,0.6733943356755118,296.38485,115.236,10,0,-2.029,0.0,0.0,0
MillionSongSubset/B/F/L/TRBFLQW128F1483D44.h5,SOKGATR12A6D4F9015,Wo Ai Ni_ Zai Jian!,Sammi Cheng,La La La,Unknown,,255.76444,98.485,2,1,-10.75,0.0,0.0,2004
MillionSongSubset/B/F/L/TRBFLOA128E078FA6A.h5,SOQBJNU12A6701DFF5,I Can't Rest,Fontella Bass,Rescued : The Best Of Fontella Bass,Unknown,0.5479529419800353,175.38567,124.826,7,1,-6.754,0.0,0.0,2006
MillionSongSubset/B/F/L/TRBFLIP128E07897B4.h5,SOPTYJX12A6701CDC6,Things I Don't Understand,Coldplay,Speed Of Sound,Unknown,0.6511711244293451,295.67955,137.008,9,0,-6.473,0.0,0.0,2005
MillionSongSubset/B/F/L/TRBFLZD12903CE8824.h5,SOLDYJH12AC3DF56D5,Nostalgia for Infinity,Jonn Serrie,Thousand Star,Unknown,0.539536826284304,781.60934,144.354,11,1,-18.626,0.0,0.0,0
MillionSongSubset/B/F/L/TRBFLJY128F4289291.h5,SOSBCKC12A8C139223,Hold On (Album Version),The Rance Allen Group,All the Way,Unknown,0.27049720720123277,296.6722,140.283,10,1,-6.465,0.0,0.0,0
MillionSongSubset/B/F/L/TRBFLFI128F427F374.h5,SOGVVLP12A8C1363F1,Stop The World,RIDDLIN' KIDS,Stop The World,Unknown,0.6765489056009939,195.65669,144.721,6,0,-3.044,0.0,0.0,2004
MillionSongSubset/B/F/L/TRBFLIS128F9306558.h5,SOAKHMK12AB0184E39,Mi Gitana (feat. The Dey),Los Del Rio_ The D.E.Y.,Quinceañera Macarena,Unknown,,206.68036,103.928,4,1,-8.22,0.0,0.0,0
MillionSongSubset/B/F/L/TRBFLOC128E0791630.h5,SOLSJLW12A67020AB0,Love Island (LP Version),Eumir Deodato,VELVET LOVE,Unknown,0.42744657148843085,397.66159,148.277,7,1,-13.114,0.0,0.0,0
MillionSongSubset/B/F/L/TRBFLSD128F42A0F4C.h5,SOYLJYK12A8C13D18D,A Piece Of My Heart,Gang Of Four,Hard,Unknown,0.38293509007501925,196.49261,143.606,9,1,-11.796,0.0,0.0,1983
MillionSongSubset/B/F/L/TRBFLOH128F42630E3.h5,SOMGNHX12A8C131BB0,You Are Everything,Regina Belle,Reachin' Back,Unknown,0.4314328727979488,225.33179,135.985,10,1,-7.991,0.0,0.0,1995
MillionSongSubset/B/F/L/TRBFLER128F148C52B.h5,SOYDTJN12AF72A86B9,Pictures To Prove It,The Mighty Mighty Bosstones,Question The Answers,Unknown,0.6016862438536916,196.10077,160.138,9,1,-7.467,0.0,0.0,1994
MillionSongSubset/B/F/L/TRBFLHH128F429FDEA.h5,SOACLMC12A8C13FA4C,Baby Please Don't,Tampa Red,Tampa Red Vol. 15 1951-1953,Unknown,,181.08036,72.177,2,1,-13.939,0.0,0.0,0
MillionSongSubset/B/F/J/TRBFJMR128F930B3A6.h5,SOBSIEU12AB017D5E7,DJs Are The New Rockstars-Live Mashup Mix 7,DJ Godfather,DJs Are The New Rock Stars-Live Mashup Mix,Unknown,0.2940069910016068,333.00853,117.236,11,1,-4.197,0.0,0.0,0
MillionSongSubset/B/F/J/TRBFJBK128EF357C81.h5,SOPHBYD12A6D4F6980,Stainless Steel Gamelan,John Cale,Stainless Gamelan: Inside The Dream Syndicate Vol. Iii,Unknown,0.0,624.66567,101.37,2,1,-12.161,0.0,0.0,0
MillionSongSubset/B/F/J/TRBFJJT128F4228826.h5,SOTLBOG12A6D4F8AD5,Liian vähän aikaa,Fredi,20 Suosikkia / Kun rakkaus voittaa,Unknown,,228.362,115.082,4,0,-11.71,0.0,0.0,0
MillionSongSubset/B/F/J/TRBFJPO128F4295BE3.h5,SOZOEJC12CF5CFAD99,Estoy Aquí,Shakira,The Remixes,Unknown,,366.70649,123.448,4,1,-7.098,0.0,0.0,1995
MillionSongSubset/B/F/J/TRBFJDL128F1461579.h5,SODKENB12A6D4F46AF,50_000 Miles Beneath My Brain (Live),Ten Years After,Live At The Filmore East,Unknown,,598.41261,128.239,9,1,-10.76,0.0,0.0,0
MillionSongSubset/B/F/J/TRBFJOE128F9326B03.h5,SODBRVA12AF72ACA09,Michael Nobody aka Poetic Death,Snowgoons,A Fist In The Thought,Unknown,,197.85098,80.505,1,1,-6.006,0.0,0.0,2009
MillionSongSubset/B/F/J/TRBFJMI128F92E535C.h5,SOZLTQI12AB018143A,Private Dancer,Heavy D,Vibes,Unknown,0.4309626724720748,212.24444,153.058,2,1,-6.791,0.0,0.0,2008
MillionSongSubset/B/F/J/TRBFJGD128F933E85A.h5,SOLSEJO12AB0187C4C,Red Castle,Pumpkin Buzzard,Perfect Dragon,Unknown,,41.24689,105.115,2,1,-12.319,0.0,0.0,0
MillionSongSubset/B/F/J/TRBFJNF128F1462488.h5,SOLHRQM12A6D4F6CCF,Lappi Pt IV Etiäinen,Nightwish,Angels Fall First,Unknown,0.6131252426489093,153.44281,131.248,4,0,-9.326,0.0,0.0,1997
MillionSongSubset/B/F/J/TRBFJFD128F92F6CEA.h5,SOKFCAA12AB017EF43,Baby Mama,Camp Lo,The Best of Camp Lo Vol. 2,Unknown,0.0,233.35138,101.867,8,1,-13.767,0.0,0.0,0
MillionSongSubset/B/F/J/TRBFJGB128F42612B1.h5,SONFNOG12A58A78C05,American Girl,Brooke Valentine,Chain Letter,Unknown,0.6680333475530599,218.64444,130.495,9,1,-5.806,0.0,0.0,2005
MillionSongSubset/B/F/J/TRBFJVT128F428F3B8.h5,SOUIYEY12A8C13A587,Mirame A La Cara (Version Salsa),Andy & Lucas,Andy & Lucas (En Su Salsa),Unknown,0.0,274.93832,91.341,4,0,-7.964,0.0,0.0,0
MillionSongSubset/B/F/J/TRBFJKU12903CEDB0C.h5,SOOIBOK12A58A7ACC6,22 Going On 23,Butthole Surfers,Locust Abortion Technician,Unknown,,263.70567,146.01,4,1,-10.981,0.0,0.0,1987
MillionSongSubset/B/F/J/TRBFJWV128F935366B.h5,SOANYAU12AB01881B7,Shake That Thang,DJ Omega,Shake That Thang Remixes,Unknown,,227.73506,151.401,11,0,-7.834,0.0,0.0,0
MillionSongSubset/B/F/Y/TRBFYFA128F14A0E53.h5,SOKTIIM12A6D4F9CE4,Dancing With Tears In My Eyes 2004 (Nova Mix (Club Version)),Novaspace,Dancing With Tears In My Eyes 2004,Unknown,0.26695518627553855,389.61587,139.991,11,0,-7.915,0.0,0.0,2004
MillionSongSubset/B/F/Y/TRBFYKT128F428AFF7.h5,SOGAIRT12A58291E2D,Like I Never Loved Before,Phil Vassar,Phil Vassar,Unknown,0.5122536543033052,265.24689,131.458,9,1,-8.387,0.0,0.0,2000
MillionSongSubset/B/F/Y/TRBFYPB128F9340C24.h5,SOVEPPC12AB018AE2F,Brivdiena,Intars Busulis,Kino,Unknown,0.40003965695463956,206.31465,140.076,2,0,-6.447,0.0,0.0,0
MillionSongSubset/B/F/Y/TRBFYXK128F92F2B56.h5,SOJUAQB12AAF3B5137,Inti Guauqui,Jorge Alfano,Inti: Mystical Music of the Andes,Unknown,,275.82649,32.239,8,0,-24.991,0.0,0.0,0
MillionSongSubset/B/F/Y/TRBFYPH12903CF00EA.h5,SORVBMW12AC4689175,Titan,The Bongo Man,Beat Treatment,Unknown,,447.58159,85.915,7,1,-7.596,0.0,0.0,0
MillionSongSubset/B/F/Y/TRBFYJE128F14A8ABF.h5,SOBFZKC12A6D4FC1F7,Man No Sober (LP Version),Steel Pulse,True Democracy,Unknown,0.5912913733878069,266.05669,153.264,11,0,-10.762,0.0,0.0,1982
MillionSongSubset/B/F/Y/TRBFYQS128F92E83A0.h5,SOBTJWY12AB017D2C4,Show Some Love Where Is The Love feat. MackaB,Carroll Thompson,The Other Side of Love,Unknown,,425.19465,171.991,7,1,-8.091,0.0,0.0,0
MillionSongSubset/B/F/Y/TRBFYJT128F9346CA4.h5,SOKDTTE12AB0188F58,Sudenkorento -Life On Mars-,Hector,20 Suosikkia / Lumi teki enkelin eteiseen,Unknown,,223.13751,120.833,2,1,-6.752,0.0,0.0,0
MillionSongSubset/B/F/Y/TRBFYQM12903CA9186.h5,SOFKPSL12AB018830A,I Don't Love You Anymore,George Jones,George Jones-the Best of Vol. 1,Unknown,0.0,143.0722,134.132,5,1,-11.341,0.0,0.0,0
MillionSongSubset/B/F/Y/TRBFYZQ128F932CC82.h5,SOCIDHY12AB017ED4E,Dying Under A Binary Star,Crematorium,The Process of Endtime,Unknown,0.3347065490692206,198.26893,84.913,6,0,-5.428,0.0,0.0,2005
MillionSongSubset/B/F/Y/TRBFYIZ128EF34C3C7.h5,SOGLHIC12A6BD56BBF,Fear Factor (Shiny Happy Jihad),Joe Rogan,Shiny Happy Jihad,Unknown,0.5331551918685794,183.97995,58.165,10,0,-9.689,0.0,0.0,2007
MillionSongSubset/B/F/X/TRBFXQM128F92FFAFB.h5,SOGNGRU12AAA15EE73,Pokrusa,Lili Ivanova,Illusion Called Love (Iljuzia narchena Lyubov),Unknown,,256.83546,139.603,8,0,-10.027,0.0,0.0,0
MillionSongSubset/B/F/X/TRBFXQT128F148D15B.h5,SOSIJPA12A6D4F97F2,Writes Of Winter,Jimmy Page,Outrider,Unknown,0.5742798770675863,207.72526,81.982,9,1,-9.727,0.0,0.0,1988
MillionSongSubset/B/F/X/TRBFXVN128E078CF62.h5,SOKLBBT12A6701FB54,Bro. Bill  (LP Version),Cactus,"Cactology ""The Cactus Collection",Unknown,0.6112146226111387,310.64771,126.537,7,1,-9.013,0.0,0.0,0
MillionSongSubset/B/F/X/TRBFXMJ12903CB50F6.h5,SODCXXY12AB0187452,Freaxxx,brokeNCYDE,BC 13-EP,Unknown,0.682112970641015,214.9873,119.612,1,1,-11.588,0.0,0.0,2008
MillionSongSubset/B/F/X/TRBFXLH12903CBAFAD.h5,SOOMCCM12AB01896EA,Two of a Kind_ Workin' on a Full House,Hushabye Baby,Hushaby Baby: Lullaby Renditions of Garth Brooks,Unknown,,224.05179,248.079,11,0,-16.386,0.0,0.0,0
MillionSongSubset/B/F/X/TRBFXOQ128F426A061.h5,SOMNDNZ12A8C133640,Loud & Clear (featuring Defari_ King T & Butch Cassidy),Xzibit,Restless,Unknown,0.48093421280893994,213.78567,96.57,10,0,-6.065,0.0,0.0,2000
MillionSongSubset/B/F/X/TRBFXVP128F42304C4.h5,SOYRNJG12A58A81B5D,Don't Mess With the IRS,Dr. Elmo,Love Death & Taxes,Unknown,,159.32036,170.474,9,1,-8.312,0.0,0.0,0
MillionSongSubset/B/F/X/TRBFXSF128EF361A07.h5,SOAJMYR12A6D4F52FE,Pedazo De Idiota,Mercedes Castro,Yo Soy La De Sonora,Unknown,,189.46567,151.984,4,1,-5.154,0.0,0.0,0
MillionSongSubset/B/F/X/TRBFXLM128F424794B.h5,SOQKXGT12A6D4FB337,L'Ardechoise Aux Cheveux Blanc,Alain Turban,Chanter L'Ardèche,Unknown,,211.53914,137.495,2,1,-9.86,0.0,0.0,0
MillionSongSubset/B/F/T/TRBFTHM12903CCC8FD.h5,SOPSOHL12AB0185A0C,Goodnight Irene,Kingston Trio,The M.T.A.,Unknown,,165.48526,142.763,9,0,-13.196,0.0,0.0,0
MillionSongSubset/B/F/T/TRBFTFY12903CEDB2F.h5,SOMOUFN12AC4688186,Mom,Josh Mullins,I Wouldn't Buy This Either,Unknown,,162.01098,81.827,8,0,-13.675,0.0,0.0,0
MillionSongSubset/B/F/T/TRBFTGO128F92CF831.h5,SOAXNTS12A8C142187,Ballroom Floor,Dennis Brown,Ragga With Maximum Respect,Unknown,,218.46159,88.384,7,0,-8.588,0.0,0.0,0
MillionSongSubset/B/F/T/TRBFTJP128F426AC3F.h5,SOJCSXO12A8C13A80B,Music In Dreamland,Be Bop Deluxe,Air Age Anthology,Unknown,,285.1522,126.729,1,1,-11.969,0.0,0.0,1975
MillionSongSubset/B/F/T/TRBFTZS128F425EAAB.h5,SOEPYCP12AF72A77E0,Touch Your Button Carnival Jam,Wyclef Jean featuring will.i.am and Melissa Jiménez;Wyclef Jean featuring Machel Montano_ Daniela Mercury_ Black Alex_ and Djakout Mizik,CARNIVAL VOL. II Memoirs of an Immigrant,Unknown,,809.58649,129.703,7,1,-3.894,0.0,0.0,0
MillionSongSubset/B/F/T/TRBFTWM128F932535D.h5,SORTPAX12AB018448A,Ole Con Ole,Peret,Peret Y Su Rumba,Unknown,,170.91873,144.072,1,0,-10.903,0.0,0.0,0
MillionSongSubset/B/F/H/TRBFHSA128F4286685.h5,SOBFVUR12A8C137745,Herz an herz (Live Version),Paso Doble,Hautnah,Unknown,,330.37016,147.002,11,0,-8.259,0.0,0.0,0
MillionSongSubset/B/F/H/TRBFHZG128F9310D3C.h5,SOYCCVP12A6701E6D1,Waitin' For The Wind,Spooky Tooth,The Best Of Spooky Tooth,Unknown,,222.14485,96.645,2,1,-14.736,0.0,0.0,1969
